"time","name","jobs","cpus"
2021-08-11 00:00:00,cpu-23-43,{2969593},{128}
2021-08-11 00:00:00,cpu-23-44,{2954145},{128}
2021-08-11 00:00:00,cpu-23-45,{2954145},{128}
2021-08-11 00:00:00,cpu-23-46,{2954145},{128}
2021-08-11 00:00:00,cpu-23-47,"{2968531,2970079}","{96,20}"
2021-08-11 00:00:00,cpu-23-48,"{2968531,2970079}","{96,20}"
2021-08-11 00:00:00,cpu-23-49,"{2968531,2970079}","{96,20}"
2021-08-11 00:00:00,cpu-23-5,{2968678},{128}
2021-08-11 00:00:00,cpu-23-50,"{2965072,2970079,2970098,2973045}","{41,20,20,23}"
2021-08-11 00:00:00,cpu-23-51,"{2965072,2970079,2970098,2973045,2974986}","{41,20,20,23,16}"
2021-08-11 00:00:00,cpu-23-52,{2845580},{128}
2021-08-11 00:00:00,cpu-23-53,{2954145},{128}
2021-08-11 00:00:00,cpu-23-54,"{2954391,2974071,2974540,2974541,2975101,2975102,2975103}","{16,16,16,16,16,16,16}"
2021-08-11 00:00:00,cpu-23-55,{2845580},{128}
2021-08-11 00:00:00,cpu-23-56,{2845580},{128}
2021-08-11 00:00:00,cpu-23-57,"{2973045,2973252,2975107,2975108,2975109,2975110}","{23,27,16,16,16,16}"
2021-08-11 00:00:00,cpu-23-58,{2845580},{128}
2021-08-11 00:00:00,cpu-23-6,{2845580},{128}
2021-08-11 00:00:00,cpu-23-60,{2954145},{128}
2021-08-11 00:00:00,cpu-23-7,{2746007},{128}
2021-08-11 00:00:00,cpu-23-8,{2746007},{128}
2021-08-11 00:00:00,cpu-23-9,{2746007},{128}
2021-08-11 00:00:00,cpu-24-1,"{2973442,2974488,2974491,2974889}","{16,16,16,16}"
2021-08-11 00:00:00,cpu-24-10,{2594885},{128}
2021-08-11 00:00:00,cpu-24-11,{2953126},{128}
2021-08-11 00:00:00,cpu-24-12,{2954144},{128}
2021-08-11 00:00:00,cpu-24-13,"{2949435,2970098,2973045,2973252,2975079}","{32,20,23,26,16}"
2021-08-11 00:00:00,cpu-24-14,"{2965072,2970098,2973045,2973252,2974988}","{41,20,23,26,16}"
2021-08-11 00:00:00,cpu-24-15,"{2965072,2970077}","{41,80}"
2021-08-11 00:00:00,cpu-24-16,"{2949439,2968825,2970077,2974093}","{16,16,80,16}"
2021-08-11 00:00:00,cpu-24-17,{2970106},{128}
2021-08-11 00:00:00,cpu-24-18,{2970106},{128}
2021-08-11 00:00:00,cpu-24-19,"{2970077,2970079,2970098}","{80,20,20}"
2021-08-11 00:00:00,cpu-24-2,{2954145},{128}
2021-08-11 00:00:00,cpu-24-20,"{2970077,2970079,2970098}","{80,20,20}"
2021-08-11 00:00:00,cpu-24-21,"{2970079,2970098,2970345,2973252,2975080}","{20,20,32,26,16}"
2021-08-11 00:00:00,cpu-24-22,"{2970079,2970098,2970344,2970441,2973252}","{20,20,32,20,26}"
2021-08-11 00:00:00,cpu-24-23,{2954144},{128}
2021-08-11 00:00:00,cpu-24-24,{2954144},{128}
2021-08-11 00:00:00,cpu-24-25,{2746007},{128}
2021-08-11 00:00:00,cpu-24-26,{2746007},{128}
2021-08-11 00:00:00,cpu-24-27,{2746007},{128}
2021-08-11 00:00:00,cpu-24-28,{2746007},{128}
2021-08-11 00:00:00,cpu-24-29,{2746007},{128}
2021-08-11 00:00:00,cpu-24-3,"{2974072,2974976,2975016,2975111,2975112,2975114}","{16,16,16,16,16,16}"
2021-08-11 00:00:00,cpu-24-30,{2746007},{128}
2021-08-11 00:00:00,cpu-24-31,{2746007},{128}
2021-08-11 00:00:00,cpu-24-32,{2746007},{128}
2021-08-11 00:00:00,cpu-24-33,{2746007},{128}
2021-08-11 00:00:00,cpu-24-34,{2746007},{128}
2021-08-11 00:00:00,cpu-24-35,{2746007},{128}
2021-08-11 00:00:00,cpu-24-36,{2746007},{128}
2021-08-11 00:00:00,cpu-24-37,{2746007},{128}
2021-08-11 00:00:00,cpu-24-38,"{2970055,2971339,2974990}","{80,20,16}"
2021-08-11 00:00:00,cpu-24-39,{2954144},{128}
2021-08-11 00:00:00,cpu-24-4,{2954144},{128}
2021-08-11 00:00:00,cpu-24-40,{2594885},{128}
2021-08-11 00:00:00,cpu-24-41,{2594885},{128}
2021-08-11 00:00:00,cpu-24-42,{2594885},{128}
2021-08-11 00:00:00,cpu-24-43,{2594885},{128}
2021-08-11 00:00:00,cpu-24-44,{2950608},{128}
2021-08-11 00:00:00,cpu-24-45,{2954144},{128}
2021-08-11 00:00:00,cpu-24-46,{2845580},{128}
2021-08-11 00:00:00,cpu-24-47,{2845580},{128}
2021-08-11 00:00:00,cpu-24-48,{2845580},{128}
2021-08-11 00:00:00,cpu-24-49,{2845580},{128}
2021-08-11 00:00:00,cpu-24-5,"{2970096,2974301,2974303,2974467,2974592,2974901,2974987}","{32,16,16,16,16,16,16}"
2021-08-11 00:00:00,cpu-24-50,"{2955720,2974495,2974496,2974498,2974863,2975092}","{1,16,16,16,16,16}"
2021-08-11 00:00:00,cpu-24-51,{2969501},{128}
2021-08-11 00:00:00,cpu-24-52,{2845580},{128}
2021-08-11 00:00:00,cpu-24-53,{2969501},{128}
2021-08-11 00:00:00,cpu-24-54,{2746007},{128}
2021-08-11 00:00:00,cpu-24-55,{2746007},{128}
2021-08-11 00:00:00,cpu-24-56,{2746007},{128}
2021-08-11 00:00:00,cpu-24-57,{2746007},{128}
2021-08-11 00:00:00,cpu-24-58,{2746007},{128}
2021-08-11 00:00:00,cpu-24-59,{2746007},{128}
2021-08-11 00:00:00,cpu-24-6,{2594885},{128}
2021-08-11 00:00:00,cpu-24-60,{2746007},{128}
2021-08-11 00:00:00,cpu-24-7,{2594885},{128}
2021-08-11 00:00:00,cpu-24-8,{2594885},{128}
2021-08-11 00:00:00,cpu-24-9,{2594885},{128}
2021-08-11 00:00:00,cpu-25-1,{2746007},{128}
2021-08-11 00:00:00,cpu-25-10,{2968526},{128}
2021-08-11 00:00:00,cpu-25-11,{2845580},{128}
2021-08-11 00:00:00,cpu-25-12,{2845580},{128}
2021-08-11 00:00:00,cpu-25-13,{2845580},{128}
2021-08-11 00:00:00,cpu-25-14,{2845580},{128}
2021-08-11 00:00:00,cpu-25-15,{2845580},{128}
2021-08-11 00:00:00,cpu-25-16,{2968526},{128}
2021-08-11 00:00:00,cpu-25-19,{2845580},{128}
2021-08-11 00:00:00,cpu-25-2,{2746007},{128}
2021-08-11 00:00:00,cpu-25-21,{2974521},{128}
2021-08-11 00:00:00,cpu-25-22,{2968526},{128}
2021-08-11 00:00:00,cpu-25-23,{2594885},{128}
2021-08-11 00:00:00,cpu-25-24,{2594885},{128}
2021-08-11 00:00:00,cpu-25-25,{2594885},{128}
2021-08-11 00:00:00,cpu-25-26,{2594885},{128}
2021-08-11 00:00:00,cpu-25-27,{2594885},{128}
2021-08-11 00:00:00,cpu-25-28,{2594885},{128}
2021-08-11 00:00:00,cpu-25-29,{2594885},{128}
2021-08-11 00:00:00,cpu-25-3,{2746007},{128}
2021-08-11 00:00:00,cpu-25-30,{2954144},{128}
2021-08-11 00:00:00,cpu-25-31,{2974524},{128}
2021-08-11 00:00:00,cpu-25-33,"{2970533,2973252,2974287,2975028,2975081}","{38,26,16,16,16}"
2021-08-11 00:00:00,cpu-25-34,{2746007},{128}
2021-08-11 00:00:00,cpu-25-35,{2746007},{128}
2021-08-11 00:00:00,cpu-25-36,{2746007},{128}
2021-08-11 00:00:00,cpu-25-37,{2746007},{128}
2021-08-11 00:00:00,cpu-25-38,{2746007},{128}
2021-08-11 00:00:00,cpu-25-39,{2746007},{128}
2021-08-11 00:00:00,cpu-25-4,{2746007},{128}
2021-08-11 00:00:00,cpu-25-40,{2746007},{128}
2021-08-11 00:00:00,cpu-25-41,{2746007},{128}
2021-08-11 00:00:00,cpu-25-42,"{2965072,2970055}","{41,80}"
2021-08-11 00:00:00,cpu-25-43,{2845580},{128}
2021-08-11 00:00:00,cpu-25-44,{2845580},{128}
2021-08-11 00:00:00,cpu-25-45,{2954145},{128}
2021-08-11 00:00:00,cpu-25-46,{2954145},{128}
2021-08-11 00:00:00,cpu-25-47,{2954145},{128}
2021-08-11 00:00:00,cpu-25-48,{2954145},{128}
2021-08-11 00:00:00,cpu-25-49,{2954144},{128}
2021-08-11 00:00:00,cpu-25-5,{2746007},{128}
2021-08-11 00:00:00,cpu-25-50,{2845580},{128}
2021-08-11 00:00:00,cpu-25-51,{2845580},{128}
2021-08-11 00:00:00,cpu-25-52,{2969501},{128}
2021-08-11 00:00:00,cpu-25-53,{2594885},{128}
2021-08-11 00:00:00,cpu-25-54,{2594885},{128}
2021-08-11 00:00:00,cpu-25-55,{2594885},{128}
2021-08-11 00:00:00,cpu-25-56,{2594885},{128}
2021-08-11 00:00:00,cpu-25-57,{2594885},{128}
2021-08-11 00:00:00,cpu-25-58,"{2970055,2973252}","{80,26}"
2021-08-11 00:00:00,cpu-25-59,{2845580},{128}
2021-08-11 00:00:00,cpu-25-6,{2968526},{128}
2021-08-11 00:00:00,cpu-25-60,"{2965072,2968740,2970093,2974288,2974832,2974992}","{40,1,32,16,16,16}"
2021-08-11 00:00:00,cpu-25-7,{2845580},{128}
2021-08-11 00:00:00,cpu-25-8,{2845580},{128}
2021-08-11 00:00:00,cpu-25-9,{2845580},{128}
2021-08-11 00:00:00,cpu-26-1,{2969501},{128}
2021-08-11 00:00:00,cpu-26-10,{2845580},{128}
2021-08-11 00:00:00,cpu-26-11,{2954145},{128}
2021-08-11 00:00:00,cpu-26-12,{2954145},{128}
2021-08-11 00:00:00,cpu-26-13,{2954145},{128}
2021-08-11 00:00:00,cpu-26-14,{2954145},{128}
2021-08-11 00:00:00,cpu-26-15,{2954145},{128}
2021-08-11 00:00:00,cpu-26-16,{2954145},{128}
2021-08-11 00:00:00,cpu-26-17,{2969501},{128}
2021-08-11 00:00:00,cpu-26-18,{2845580},{128}
2021-08-11 00:00:00,cpu-26-19,{2845580},{128}
2021-08-11 00:00:00,cpu-26-2,{2845580},{128}
2021-08-11 00:00:00,cpu-26-20,{2845580},{128}
2021-08-11 00:00:00,cpu-26-21,{2954144},{128}
2021-08-11 00:00:00,cpu-26-22,{2954144},{128}
2021-08-11 00:00:00,cpu-26-23,{2746007},{128}
2021-08-11 00:00:00,cpu-26-24,{2746007},{128}
2021-08-11 00:00:00,cpu-26-25,{2746007},{128}
2021-08-11 00:00:00,cpu-26-26,{2746007},{128}
2021-08-11 00:00:00,cpu-26-27,{2746007},{128}
2021-08-11 00:00:00,cpu-26-28,{2746007},{128}
2021-08-11 00:00:00,cpu-26-29,{2746007},{128}
2021-08-11 00:00:00,cpu-26-3,{2845580},{128}
2021-08-11 00:00:00,cpu-26-30,{2746007},{128}
2021-08-11 00:00:00,cpu-26-31,{2746007},{128}
2021-08-11 00:00:00,cpu-26-32,"{2970098,2973252,2974215,2975096}","{20,26,16,16}"
2021-08-11 00:00:00,cpu-26-33,"{2974460,2974461,2974462,2974463,2974464,2974469,2974536,2974784}","{16,16,16,16,16,16,16,16}"
2021-08-11 00:00:00,cpu-26-34,{2968526},{128}
2021-08-11 00:00:00,cpu-26-35,{2845580},{128}
2021-08-11 00:00:00,cpu-26-37,{2954144},{128}
2021-08-11 00:00:00,cpu-26-38,{2954144},{128}
2021-08-11 00:00:00,cpu-26-39,{2746007},{128}
2021-08-11 00:00:00,cpu-26-4,{2954144},{128}
2021-08-11 00:00:00,cpu-26-40,{2746007},{128}
2021-08-11 00:00:00,cpu-26-41,{2746007},{128}
2021-08-11 00:00:00,cpu-26-42,{2746007},{128}
2021-08-11 00:00:00,cpu-26-43,{2746007},{128}
2021-08-11 00:00:00,cpu-26-44,{2746007},{128}
2021-08-11 00:00:00,cpu-26-45,{2746007},{128}
2021-08-11 00:00:00,cpu-26-46,{2746007},{128}
2021-08-11 00:00:00,cpu-26-47,{2746007},{128}
2021-08-11 00:00:00,cpu-26-48,{2746007},{128}
2021-08-11 00:00:00,cpu-26-49,{2974526},{128}
2021-08-11 00:00:00,cpu-26-5,"{2965072,2970098,2973252}","{40,20,26}"
2021-08-11 00:00:00,cpu-26-50,{2974525},{128}
2021-08-11 00:00:00,cpu-26-51,"{2974483,2974484,2974485,2974486,2975071,2975100}","{16,16,16,16,16,16}"
2021-08-11 00:00:00,cpu-26-52,{2746007},{128}
2021-08-11 00:00:00,cpu-26-53,{2746007},{128}
2021-08-11 00:00:00,cpu-26-54,{2746007},{128}
2021-08-11 00:00:00,cpu-26-55,{2746007},{128}
2021-08-11 00:00:00,cpu-26-56,{2746007},{128}
2021-08-11 00:00:00,cpu-26-57,{2746007},{128}
2021-08-11 00:00:00,cpu-26-58,{2746007},{128}
2021-08-11 00:00:00,cpu-26-59,{2746007},{128}
2021-08-11 00:00:00,cpu-26-6,{2954145},{128}
2021-08-11 00:00:00,cpu-26-60,{2953015},{128}
2021-08-11 00:00:00,cpu-26-7,{2954145},{128}
2021-08-11 00:00:00,cpu-26-8,{2954145},{128}
2021-08-11 00:00:00,cpu-26-9,{2954145},{128}
2021-08-11 00:01:00,cpu-23-1,{2954144},{128}
2021-08-11 00:01:00,cpu-23-10,{2746007},{128}
2021-08-11 00:01:00,cpu-23-11,{2954145},{128}
2021-08-11 00:01:00,cpu-23-12,"{2969820,2970055,2970095}","{1,80,32}"
2021-08-11 00:01:00,cpu-23-13,{2594885},{128}
2021-08-11 00:01:00,cpu-23-14,{2594885},{128}
2021-08-11 00:01:00,cpu-23-17,{2954144},{128}
2021-08-11 00:01:00,cpu-23-18,{2954144},{128}
2021-08-11 00:01:00,cpu-23-19,{2959345},{128}
2021-08-11 00:01:00,cpu-23-2,{2954145},{128}
2021-08-11 00:01:00,cpu-23-20,{2959345},{128}
2021-08-11 00:01:00,cpu-23-21,"{2965072,2968743,2972667,2974465,2974646,2975083}","{41,1,20,16,16,16}"
2021-08-11 00:01:00,cpu-23-22,"{2965072,2970079,2973252,2974985}","{41,20,27,16}"
2021-08-11 00:01:00,cpu-23-23,{2958021},{128}
2021-08-11 00:01:00,cpu-23-24,"{2965072,2968513,2969875}","{41,44,32}"
2021-08-11 00:01:00,cpu-23-25,{2954144},{128}
2021-08-11 00:01:00,cpu-23-26,{2954144},{128}
2021-08-11 00:01:00,cpu-23-27,{2594885},{128}
2021-08-11 00:01:00,cpu-23-28,{2594885},{128}
2021-08-11 00:01:00,cpu-23-29,{2594885},{128}
2021-08-11 00:01:00,cpu-23-3,{2954145},{128}
2021-08-11 00:01:00,cpu-23-30,{2594885},{128}
2021-08-11 00:01:00,cpu-23-31,{2594885},{128}
2021-08-11 00:01:00,cpu-23-32,{2971519},{128}
2021-08-11 00:01:00,cpu-23-33,{2968885},{128}
2021-08-11 00:01:00,cpu-23-34,{2954145},{128}
2021-08-11 00:01:00,cpu-23-35,"{2968531,2968705,2968707,2968708,2968711,2968712,2968713,2968739,2968741,2968742,2974466}","{96,1,1,1,1,1,1,1,1,1,16}"
2021-08-11 00:01:00,cpu-23-36,{2594885},{128}
2021-08-11 00:01:00,cpu-23-37,{2594885},{128}
2021-08-11 00:01:00,cpu-23-38,{2594885},{128}
2021-08-11 00:01:00,cpu-23-39,{2594885},{128}
2021-08-11 00:01:00,cpu-23-4,{2954144},{128}
2021-08-11 00:01:00,cpu-23-40,{2954144},{128}
2021-08-11 00:01:00,cpu-23-41,{2954145},{128}
2021-08-11 00:01:00,cpu-23-42,{2845580},{128}
2021-08-11 00:01:00,cpu-23-43,{2969593},{128}
2021-08-11 00:01:00,cpu-23-44,{2954145},{128}
2021-08-11 00:01:00,cpu-23-45,{2954145},{128}
2021-08-11 00:01:00,cpu-23-46,{2954145},{128}
2021-08-11 00:01:00,cpu-23-47,"{2968531,2970079}","{96,20}"
2021-08-11 00:01:00,cpu-23-48,"{2968531,2970079}","{96,20}"
2021-08-11 00:01:00,cpu-23-49,"{2968531,2970079}","{96,20}"
2021-08-11 00:01:00,cpu-23-5,{2968678},{128}
2021-08-11 00:01:00,cpu-23-50,"{2965072,2970079,2970098,2973045}","{41,20,20,23}"
2021-08-11 00:01:00,cpu-23-51,"{2965072,2970079,2970098,2973045,2974986}","{41,20,20,23,16}"
2021-08-11 00:01:00,cpu-23-52,{2845580},{128}
2021-08-11 00:01:00,cpu-23-53,{2954145},{128}
2021-08-11 00:01:00,cpu-23-54,"{2954391,2974071,2974540,2974541,2975101,2975102,2975103}","{16,16,16,16,16,16,16}"
2021-08-11 00:01:00,cpu-23-55,{2845580},{128}
2021-08-11 00:01:00,cpu-23-56,{2845580},{128}
2021-08-11 00:01:00,cpu-23-57,"{2973045,2973252,2975107,2975109,2975110}","{23,27,16,16,16}"
2021-08-11 00:01:00,cpu-23-58,{2845580},{128}
2021-08-11 00:01:00,cpu-23-6,{2845580},{128}
2021-08-11 00:01:00,cpu-23-60,{2954145},{128}
2021-08-11 00:01:00,cpu-23-7,{2746007},{128}
2021-08-11 00:01:00,cpu-23-8,{2746007},{128}
2021-08-11 00:01:00,cpu-23-9,{2746007},{128}
2021-08-11 00:01:00,cpu-24-1,"{2973442,2974488,2974491,2974889}","{16,16,16,16}"
2021-08-11 00:01:00,cpu-24-10,{2594885},{128}
2021-08-11 00:01:00,cpu-24-11,{2953126},{128}
2021-08-11 00:01:00,cpu-24-12,{2954144},{128}
2021-08-11 00:01:00,cpu-24-13,"{2949435,2970098,2973045,2973252,2975079}","{32,20,23,26,16}"
2021-08-11 00:01:00,cpu-24-14,"{2965072,2970098,2973045,2973252}","{41,20,23,26}"
2021-08-11 00:01:00,cpu-24-15,"{2965072,2970077}","{41,80}"
2021-08-11 00:01:00,cpu-24-16,"{2949439,2968825,2970077,2974093}","{16,16,80,16}"
2021-08-11 00:01:00,cpu-24-17,{2970106},{128}
2021-08-11 00:01:00,cpu-24-18,{2970106},{128}
2021-08-11 00:01:00,cpu-24-19,"{2970077,2970079,2970098}","{80,20,20}"
2021-08-11 00:01:00,cpu-24-2,{2954145},{128}
2021-08-11 00:01:00,cpu-24-20,"{2970077,2970079,2970098}","{80,20,20}"
2021-08-11 00:01:00,cpu-24-21,"{2970079,2970098,2970345,2973252,2975080}","{20,20,32,26,16}"
2021-08-11 00:01:00,cpu-24-22,"{2970079,2970098,2970344,2970441,2973252}","{20,20,32,20,26}"
2021-08-11 00:01:00,cpu-24-23,{2954144},{128}
2021-08-11 00:01:00,cpu-24-24,{2954144},{128}
2021-08-11 00:01:00,cpu-24-25,{2746007},{128}
2021-08-11 00:01:00,cpu-24-26,{2746007},{128}
2021-08-11 00:01:00,cpu-24-27,{2746007},{128}
2021-08-11 00:01:00,cpu-24-28,{2746007},{128}
2021-08-11 00:01:00,cpu-24-29,{2746007},{128}
2021-08-11 00:01:00,cpu-24-3,"{2974072,2974976,2975016}","{16,16,16}"
2021-08-11 00:01:00,cpu-24-30,{2746007},{128}
2021-08-11 00:01:00,cpu-24-31,{2746007},{128}
2021-08-11 00:01:00,cpu-24-32,{2746007},{128}
2021-08-11 00:01:00,cpu-24-33,{2746007},{128}
2021-08-11 00:01:00,cpu-24-34,{2746007},{128}
2021-08-11 00:01:00,cpu-24-35,{2746007},{128}
2021-08-11 00:01:00,cpu-24-36,{2746007},{128}
2021-08-11 00:01:00,cpu-24-37,{2746007},{128}
2021-08-11 00:01:00,cpu-24-38,"{2970055,2971339,2974990}","{80,20,16}"
2021-08-11 00:01:00,cpu-24-39,{2954144},{128}
2021-08-11 00:01:00,cpu-24-4,{2954144},{128}
2021-08-11 00:01:00,cpu-24-40,{2594885},{128}
2021-08-11 00:01:00,cpu-24-41,{2594885},{128}
2021-08-11 00:01:00,cpu-24-42,{2594885},{128}
2021-08-11 00:01:00,cpu-24-43,{2594885},{128}
2021-08-11 00:01:00,cpu-24-44,{2950608},{128}
2021-08-11 00:01:00,cpu-24-45,{2954144},{128}
2021-08-11 00:01:00,cpu-24-46,{2845580},{128}
2021-08-11 00:01:00,cpu-24-47,{2845580},{128}
2021-08-11 00:01:00,cpu-24-48,{2845580},{128}
2021-08-11 00:01:00,cpu-24-49,{2845580},{128}
2021-08-11 00:01:00,cpu-24-5,"{2970096,2974301,2974303,2974467,2974592,2974901,2974987}","{32,16,16,16,16,16,16}"
2021-08-11 00:01:00,cpu-24-50,"{2955720,2974495,2974496,2974498,2974863}","{1,16,16,16,16}"
2021-08-11 00:01:00,cpu-24-51,{2969501},{128}
2021-08-11 00:01:00,cpu-24-52,{2845580},{128}
2021-08-11 00:01:00,cpu-24-53,{2969501},{128}
2021-08-11 00:01:00,cpu-24-54,{2746007},{128}
2021-08-11 00:01:00,cpu-24-55,{2746007},{128}
2021-08-11 00:01:00,cpu-24-56,{2746007},{128}
2021-08-11 00:01:00,cpu-24-57,{2746007},{128}
2021-08-11 00:01:00,cpu-24-58,{2746007},{128}
2021-08-11 00:01:00,cpu-24-59,{2746007},{128}
2021-08-11 00:01:00,cpu-24-6,{2594885},{128}
2021-08-11 00:01:00,cpu-24-60,{2746007},{128}
2021-08-11 00:01:00,cpu-24-7,{2594885},{128}
2021-08-11 00:01:00,cpu-24-8,{2594885},{128}
2021-08-11 00:01:00,cpu-24-9,{2594885},{128}
2021-08-11 00:01:00,cpu-25-1,{2746007},{128}
2021-08-11 00:01:00,cpu-25-10,{2968526},{128}
2021-08-11 00:01:00,cpu-25-11,{2845580},{128}
2021-08-11 00:01:00,cpu-25-12,{2845580},{128}
2021-08-11 00:01:00,cpu-25-13,{2845580},{128}
2021-08-11 00:01:00,cpu-25-14,{2845580},{128}
2021-08-11 00:01:00,cpu-25-15,{2845580},{128}
2021-08-11 00:01:00,cpu-25-16,{2968526},{128}
2021-08-11 00:01:00,cpu-25-19,{2845580},{128}
2021-08-11 00:01:00,cpu-25-2,{2746007},{128}
2021-08-11 00:01:00,cpu-25-21,{2974521},{128}
2021-08-11 00:01:00,cpu-25-22,{2968526},{128}
2021-08-11 00:01:00,cpu-25-23,{2594885},{128}
2021-08-11 00:01:00,cpu-25-24,{2594885},{128}
2021-08-11 00:01:00,cpu-25-25,{2594885},{128}
2021-08-11 00:01:00,cpu-25-26,{2594885},{128}
2021-08-11 00:01:00,cpu-25-27,{2594885},{128}
2021-08-11 00:01:00,cpu-25-28,{2594885},{128}
2021-08-11 00:01:00,cpu-25-29,{2594885},{128}
2021-08-11 00:01:00,cpu-25-3,{2746007},{128}
2021-08-11 00:01:00,cpu-25-30,{2954144},{128}
2021-08-11 00:01:00,cpu-25-31,{2974524},{128}
2021-08-11 00:01:00,cpu-25-33,"{2970533,2973252,2974287,2975028}","{38,26,16,16}"
2021-08-11 00:01:00,cpu-25-34,{2746007},{128}
2021-08-11 00:01:00,cpu-25-35,{2746007},{128}
2021-08-11 00:01:00,cpu-25-36,{2746007},{128}
2021-08-11 00:01:00,cpu-25-37,{2746007},{128}
2021-08-11 00:01:00,cpu-25-38,{2746007},{128}
2021-08-11 00:01:00,cpu-25-39,{2746007},{128}
2021-08-11 00:01:00,cpu-25-4,{2746007},{128}
2021-08-11 00:01:00,cpu-25-40,{2746007},{128}
2021-08-11 00:01:00,cpu-25-41,{2746007},{128}
2021-08-11 00:01:00,cpu-25-42,"{2965072,2970055}","{41,80}"
2021-08-11 00:01:00,cpu-25-43,{2845580},{128}
2021-08-11 00:01:00,cpu-25-44,{2845580},{128}
2021-08-11 00:01:00,cpu-25-45,{2954145},{128}
2021-08-11 00:01:00,cpu-25-46,{2954145},{128}
2021-08-11 00:01:00,cpu-25-47,{2954145},{128}
2021-08-11 00:01:00,cpu-25-48,{2954145},{128}
2021-08-11 00:01:00,cpu-25-49,{2954144},{128}
2021-08-11 00:01:00,cpu-25-5,{2746007},{128}
2021-08-11 00:01:00,cpu-25-50,{2845580},{128}
2021-08-11 00:01:00,cpu-25-51,{2845580},{128}
2021-08-11 00:01:00,cpu-25-52,{2969501},{128}
2021-08-11 00:01:00,cpu-25-53,{2594885},{128}
2021-08-11 00:01:00,cpu-25-54,{2594885},{128}
2021-08-11 00:01:00,cpu-25-55,{2594885},{128}
2021-08-11 00:01:00,cpu-25-56,{2594885},{128}
2021-08-11 00:01:00,cpu-25-57,{2594885},{128}
2021-08-11 00:01:00,cpu-25-58,"{2970055,2973252}","{80,26}"
2021-08-11 00:01:00,cpu-25-59,{2845580},{128}
2021-08-11 00:01:00,cpu-25-6,{2968526},{128}
2021-08-11 00:01:00,cpu-25-60,"{2965072,2968740,2970093,2974288,2974832,2974992}","{40,1,32,16,16,16}"
2021-08-11 00:01:00,cpu-25-7,{2845580},{128}
2021-08-11 00:01:00,cpu-25-8,{2845580},{128}
2021-08-11 00:01:00,cpu-25-9,{2845580},{128}
2021-08-11 00:01:00,cpu-26-1,{2969501},{128}
2021-08-11 00:01:00,cpu-26-10,{2845580},{128}
2021-08-11 00:01:00,cpu-26-11,{2954145},{128}
2021-08-11 00:01:00,cpu-26-12,{2954145},{128}
2021-08-11 00:01:00,cpu-26-13,{2954145},{128}
2021-08-11 00:01:00,cpu-26-14,{2954145},{128}
2021-08-11 00:01:00,cpu-26-15,{2954145},{128}
2021-08-11 00:01:00,cpu-26-16,{2954145},{128}
2021-08-11 00:01:00,cpu-26-17,{2969501},{128}
2021-08-11 00:01:00,cpu-26-18,{2845580},{128}
2021-08-11 00:01:00,cpu-26-19,{2845580},{128}
2021-08-11 00:01:00,cpu-26-2,{2845580},{128}
